Name,Lat,Lon
481_1,-62.000,-55.000
481_1,-62.000,-50.000
481_1,-62.667,-50.000
481_1,-62.667,-55.000
481_2,-62.667,-55.000
481_2,-62.667,-50.000
481_2,-64.000,-50.000
481_2,-64.000,-55.000
481_3,-64.000,-55.000
481_3,-64.000,-50.000
481_3,-65.000,-50.000
481_3,-65.000,-55.000
